M,N,K,libtype,solidx,soltimems,indtype,outdtype
8192,316,8192,hipblaslt,77304,0.07496604919433594,torch.float8_e4m3fnuz,torch.float16
8192,3390,8192,hipblaslt,77903,0.420424747467041,torch.float8_e4m3fnuz,torch.float16
8192,1040,28672,hipblaslt,77396,0.5666914463043213,torch.float8_e4m3fnuz,torch.float16
10240,463,8192,hipblaslt,77400,0.10978615283966064,torch.float8_e4m3fnuz,torch.float16
8192,50116,28672,hipblaslt,77924,21.465084838867188,torch.float8_e4m3fnuz,torch.float16
10240,5676,8192,hipblaslt,78016,0.855801773071289,torch.float8_e4m3fnuz,torch.float16
8192,1773,28672,hipblaslt,77939,0.7749038696289062,torch.float8_e4m3fnuz,torch.float16
57344,2606,8192,hipblaslt,77952,2.404013252258301,torch.float8_e4m3fnuz,torch.float16
57344,4520,8192,hipblaslt,78017,4.000876235961914,torch.float8_e4m3fnuz,torch.float16
8192,4461,28672,hipblaslt,77696,1.9872777938842774,torch.float8_e4m3fnuz,torch.float16
57344,182,8192,hipblaslt,77695,0.23161110877990723,torch.float8_e4m3fnuz,torch.float16
10240,777,8192,hipblaslt,77605,0.15298864841461182,torch.float8_e4m3fnuz,torch.float16
10240,4987,8192,hipblaslt,77984,0.7958629131317139,torch.float8_e4m3fnuz,torch.float16
8192,65287,28672,hipblaslt,77924,27.709268188476564,torch.float8_e4m3fnuz,torch.float16
8192,600,8192,hipblaslt,78003,0.1094120979309082,torch.float8_e4m3fnuz,torch.float16
8192,1121,28672,hipblaslt,77396,0.5660183906555176,torch.float8_e4m3fnuz,torch.float16
57344,133,8192,hipblaslt,77927,0.196407949924469,torch.float8_e4m3fnuz,torch.float16
8192,5742,8192,hipblaslt,77981,0.7086236953735352,torch.float8_e4m3fnuz,torch.float16
8192,65322,28672,hipblaslt,77924,27.690048217773438,torch.float8_e4m3fnuz,torch.float16
10240,4057,8192,hipblaslt,77890,0.6432407855987549,torch.float8_e4m3fnuz,torch.float16
8192,2939,28672,hipblaslt,77895,1.355612087249756,torch.float8_e4m3fnuz,torch.float16
10240,3043,8192,hipblaslt,77924,0.48404297828674314,torch.float8_e4m3fnuz,torch.float16
8192,1878,28672,hipblaslt,77921,0.879550838470459,torch.float8_e4m3fnuz,torch.float16
10240,3903,8192,hipblaslt,77888,0.6194976329803467,torch.float8_e4m3fnuz,torch.float16
8192,1377,8192,hipblaslt,77505,0.19575799703598024,torch.float8_e4m3fnuz,torch.float16
8192,5430,28672,hipblaslt,77396,2.597848129272461,torch.float8_e4m3fnuz,torch.float16
8192,6489,8192,hipblaslt,77888,0.7995203495025635,torch.float8_e4m3fnuz,torch.float16
8192,2402,28672,hipblaslt,77883,1.2173873901367187,torch.float8_e4m3fnuz,torch.float16
8192,4829,28672,hipblaslt,78018,2.237814712524414,torch.float8_e4m3fnuz,torch.float16
57344,3509,8192,hipblaslt,77925,3.1580480575561523,torch.float8_e4m3fnuz,torch.float16
8192,1274,8192,hipblaslt,77424,0.18475970029830932,torch.float8_e4m3fnuz,torch.float16
57344,1237,8192,hipblaslt,77939,1.1411724090576172,torch.float8_e4m3fnuz,torch.float16
8192,2039,28672,hipblaslt,77815,0.9443267822265625,torch.float8_e4m3fnuz,torch.float16
10240,1823,8192,hipblaslt,77722,0.31377880573272704,torch.float8_e4m3fnuz,torch.float16
10240,5755,8192,hipblaslt,77888,0.8547781944274903,torch.float8_e4m3fnuz,torch.float16
57344,1364,8192,hipblaslt,77950,1.2968891143798829,torch.float8_e4m3fnuz,torch.float16
57344,3206,8192,hipblaslt,77935,2.922515106201172,torch.float8_e4m3fnuz,torch.float16
8192,1107,28672,hipblaslt,77936,0.5400760173797607,torch.float8_e4m3fnuz,torch.float16
57344,5313,8192,hipblaslt,77719,4.724100112915039,torch.float8_e4m3fnuz,torch.float16
10240,2820,8192,hipblaslt,77720,0.4321341037750244,torch.float8_e4m3fnuz,torch.float16
10240,5251,8192,hipblaslt,78016,0.8111255645751954,torch.float8_e4m3fnuz,torch.float16
8192,3732,8192,hipblaslt,77924,0.4669677734375,torch.float8_e4m3fnuz,torch.float16
57344,2304,8192,hipblaslt,77952,2.0542829513549803,torch.float8_e4m3fnuz,torch.float16
8192,544,28672,hipblaslt,76918,0.3498757600784302,torch.float8_e4m3fnuz,torch.float16
10240,2081,8192,hipblaslt,42447,0.35165140628814695,torch.float8_e4m3fnuz,torch.float16
8192,5019,8192,hipblaslt,77942,0.61769700050354,torch.float8_e4m3fnuz,torch.float16
57344,1265,8192,hipblaslt,77939,1.1563408851623536,torch.float8_e4m3fnuz,torch.float16
10240,4310,8192,hipblaslt,77924,0.7028006076812744,torch.float8_e4m3fnuz,torch.float16
57344,2352,8192,hipblaslt,77920,2.2029191970825197,torch.float8_e4m3fnuz,torch.float16
8192,4594,28672,hipblaslt,78013,2.065363311767578,torch.float8_e4m3fnuz,torch.float16
10240,7017,8192,hipblaslt,77973,1.054826545715332,torch.float8_e4m3fnuz,torch.float16
57344,5947,8192,hipblaslt,78012,5.1854125128851996,torch.float8_e4m3fnuz,torch.float16
8192,504,8192,hipblaslt,76973,0.08723974823951722,torch.float8_e4m3fnuz,torch.float16
8192,7565,8192,hipblaslt,77924,0.9127320289611817,torch.float8_e4m3fnuz,torch.float16
57344,6783,8192,hipblaslt,77880,6.002777099609375,torch.float8_e4m3fnuz,torch.float16
8192,609,28672,hipblaslt,76890,0.365632152557373,torch.float8_e4m3fnuz,torch.float16
8192,4760,28672,hipblaslt,77888,2.2168397903442383,torch.float8_e4m3fnuz,torch.float16
57344,4173,8192,hipblaslt,77880,3.734145736694336,torch.float8_e4m3fnuz,torch.float16
8192,2648,28672,hipblaslt,77937,1.2409702301025392,torch.float8_e4m3fnuz,torch.float16
8192,5647,8192,hipblaslt,77925,0.7043353080749511,torch.float8_e4m3fnuz,torch.float16
8192,2193,28672,hipblaslt,77818,1.0979463577270507,torch.float8_e4m3fnuz,torch.float16
8192,3733,8192,hipblaslt,77924,0.4655295848846436,torch.float8_e4m3fnuz,torch.float16
8192,180,28672,hipblaslt,76925,0.13128149509429932,torch.float8_e4m3fnuz,torch.float16
8192,1666,8192,hipblaslt,77913,0.214621901512146,torch.float8_e4m3fnuz,torch.float16
57344,573,8192,hipblaslt,77408,0.574513053894043,torch.float8_e4m3fnuz,torch.float16
10240,5163,8192,hipblaslt,77496,0.8014892578125,torch.float8_e4m3fnuz,torch.float16
8192,3861,8192,hipblaslt,77921,0.4805819034576416,torch.float8_e4m3fnuz,torch.float16
8192,8338,8192,hipblaslt,77922,0.9690834999084472,torch.float8_e4m3fnuz,torch.float16
8192,493,8192,hipblaslt,77592,0.08656625151634216,torch.float8_e4m3fnuz,torch.float16
10240,1766,8192,hipblaslt,77828,0.2937411069869995,torch.float8_e4m3fnuz,torch.float16
57344,2266,8192,hipblaslt,77952,2.014377975463867,torch.float8_e4m3fnuz,torch.float16
10240,222,8192,hipblaslt,42415,0.0761848509311676,torch.float8_e4m3fnuz,torch.float16
57344,7038,8192,hipblaslt,77913,6.345508829752604,torch.float8_e4m3fnuz,torch.float16
10240,4301,8192,hipblaslt,77396,0.6831459045410156,torch.float8_e4m3fnuz,torch.float16
10240,801,8192,hipblaslt,77408,0.15445879697799683,torch.float8_e4m3fnuz,torch.float16
8192,2898,28672,hipblaslt,77895,1.3272199630737305,torch.float8_e4m3fnuz,torch.float16
10240,1220,8192,hipblaslt,77942,0.20837669372558593,torch.float8_e4m3fnuz,torch.float16
8192,3497,8192,hipblaslt,77720,0.43808493614196775,torch.float8_e4m3fnuz,torch.float16
10240,1265,8192,hipblaslt,77913,0.20972464084625245,torch.float8_e4m3fnuz,torch.float16
8192,820,28672,hipblaslt,76783,0.46733822822570803,torch.float8_e4m3fnuz,torch.float16
10240,2195,8192,hipblaslt,77960,0.36096270084381105,torch.float8_e4m3fnuz,torch.float16
8192,1942,8192,hipblaslt,77948,0.25449495315551757,torch.float8_e4m3fnuz,torch.float16
8192,3782,28672,hipblaslt,77924,1.7639789581298828,torch.float8_e4m3fnuz,torch.float16
10240,2191,8192,hipblaslt,77916,0.360772442817688,torch.float8_e4m3fnuz,torch.float16
10240,2487,8192,hipblaslt,77984,0.4008478164672852,torch.float8_e4m3fnuz,torch.float16
8192,1660,28672,hipblaslt,77950,0.7359581470489502,torch.float8_e4m3fnuz,torch.float16
10240,400,8192,hipblaslt,77392,0.11054174900054932,torch.float8_e4m3fnuz,torch.float16
57344,397,8192,hipblaslt,77917,0.43674545288085936,torch.float8_e4m3fnuz,torch.float16
8192,2995,28672,hipblaslt,77895,1.3865118026733398,torch.float8_e4m3fnuz,torch.float16
8192,1962,8192,hipblaslt,77926,0.2520573616027832,torch.float8_e4m3fnuz,torch.float16
57344,2260,8192,hipblaslt,77935,2.0306219100952148,torch.float8_e4m3fnuz,torch.float16
57344,2309,8192,hipblaslt,77935,2.1645444869995116,torch.float8_e4m3fnuz,torch.float16
57344,2174,8192,hipblaslt,77952,2.031050682067871,torch.float8_e4m3fnuz,torch.float16
57344,7613,8192,hipblaslt,77719,6.782369886125837,torch.float8_e4m3fnuz,torch.float16
57344,477,8192,hipblaslt,77939,0.49300031661987304,torch.float8_e4m3fnuz,torch.float16
10240,3402,8192,hipblaslt,77916,0.539921760559082,torch.float8_e4m3fnuz,torch.float16
8192,65082,28672,hipblaslt,77924,27.91753234863281,torch.float8_e4m3fnuz,torch.float16
10240,2421,8192,hipblaslt,77984,0.3992544412612915,torch.float8_e4m3fnuz,torch.float16
10240,897,8192,hipblaslt,77941,0.17310240268707275,torch.float8_e4m3fnuz,torch.float16
8192,5340,28672,hipblaslt,77719,2.3017995834350584,torch.float8_e4m3fnuz,torch.float16
57344,3410,8192,hipblaslt,77952,3.1055116653442383,torch.float8_e4m3fnuz,torch.float16
10240,4767,8192,hipblaslt,77924,0.73345046043396,torch.float8_e4m3fnuz,torch.float16
8192,2087,8192,hipblaslt,77593,0.297694993019104,torch.float8_e4m3fnuz,torch.float16
8192,1915,8192,hipblaslt,77925,0.2512276411056519,torch.float8_e4m3fnuz,torch.float16
8192,5140,28672,hipblaslt,77903,2.2707996368408203,torch.float8_e4m3fnuz,torch.float16
8192,3339,28672,hipblaslt,77935,1.5131454467773438,torch.float8_e4m3fnuz,torch.float16
8192,710,28672,hipblaslt,77866,0.42972254753112793,torch.float8_e4m3fnuz,torch.float16
8192,875,8192,hipblaslt,77870,0.14243899583816527,torch.float8_e4m3fnuz,torch.float16
8192,6368,28672,hipblaslt,77942,2.9749908447265625,torch.float8_e4m3fnuz,torch.float16
10240,3403,8192,hipblaslt,77723,0.5404025077819824,torch.float8_e4m3fnuz,torch.float16
8192,698,8192,hipblaslt,77867,0.11781455278396606,torch.float8_e4m3fnuz,torch.float16
57344,1646,8192,hipblaslt,77939,1.5279813766479493,torch.float8_e4m3fnuz,torch.float16
8192,592,8192,hipblaslt,77400,0.10660589933395385,torch.float8_e4m3fnuz,torch.float16
8192,6971,8192,hipblaslt,77903,0.8483145713806153,torch.float8_e4m3fnuz,torch.float16
8192,2889,28672,hipblaslt,77928,1.3304127693176269,torch.float8_e4m3fnuz,torch.float16
8192,2,8192,hipblaslt,76460,0.027058100700378417,torch.float8_e4m3fnuz,torch.float16
8192,2880,28672,hipblaslt,77895,1.3359007835388184,torch.float8_e4m3fnuz,torch.float16
57344,4607,8192,hipblaslt,78017,4.107460403442383,torch.float8_e4m3fnuz,torch.float16
8192,2024,28672,hipblaslt,77881,0.9248479843139649,torch.float8_e4m3fnuz,torch.float16
57344,108,28672,hipblaslt,77458,0.6181206226348877,torch.float8_e4m3fnuz,torch.float16
8192,3035,28672,hipblaslt,77895,1.3723708152770997,torch.float8_e4m3fnuz,torch.float16
8192,330,8192,hipblaslt,77123,0.07505519986152649,torch.float8_e4m3fnuz,torch.float16
8192,2721,28672,hipblaslt,77895,1.2983152389526367,torch.float8_e4m3fnuz,torch.float16
57344,4127,8192,hipblaslt,77880,3.704787826538086,torch.float8_e4m3fnuz,torch.float16
10240,4025,8192,hipblaslt,78018,0.6294183731079102,torch.float8_e4m3fnuz,torch.float16
8192,3549,28672,hipblaslt,77901,1.5633398056030274,torch.float8_e4m3fnuz,torch.float16
8192,7722,8192,hipblaslt,77924,0.9293927192687989,torch.float8_e4m3fnuz,torch.float16
10240,1249,8192,hipblaslt,77945,0.20680835247039794,torch.float8_e4m3fnuz,torch.float16
57344,1053,8192,hipblaslt,77917,1.0054874420166016,torch.float8_e4m3fnuz,torch.float16
57344,4953,8192,hipblaslt,77920,4.518150711059571,torch.float8_e4m3fnuz,torch.float16
57344,1381,8192,hipblaslt,77935,1.3063932418823243,torch.float8_e4m3fnuz,torch.float16
57344,6074,8192,hipblaslt,78012,5.243166755227482,torch.float8_e4m3fnuz,torch.float16
57344,4625,8192,hipblaslt,77925,4.204497909545898,torch.float8_e4m3fnuz,torch.float16
8192,2450,28672,hipblaslt,42464,1.2026655197143554,torch.float8_e4m3fnuz,torch.float16
8192,1890,28672,hipblaslt,77921,0.8750056266784668,torch.float8_e4m3fnuz,torch.float16
8192,1585,28672,hipblaslt,77888,0.7327353477478027,torch.float8_e4m3fnuz,torch.float16
10240,1020,8192,hipblaslt,77723,0.18550479412078857,torch.float8_e4m3fnuz,torch.float16
8192,4877,28672,hipblaslt,78012,2.2192893981933595,torch.float8_e4m3fnuz,torch.float16
8192,763,8192,hipblaslt,77866,0.12123359441757202,torch.float8_e4m3fnuz,torch.float16
8192,2526,28672,hipblaslt,77829,1.2248443603515624,torch.float8_e4m3fnuz,torch.float16
8192,4377,8192,hipblaslt,77916,0.5518855094909668,torch.float8_e4m3fnuz,torch.float16
8192,1000,28672,hipblaslt,77830,0.5110865592956543,torch.float8_e4m3fnuz,torch.float16
8192,1169,8192,hipblaslt,77720,0.18649824857711791,torch.float8_e4m3fnuz,torch.float16
10240,2878,8192,hipblaslt,77720,0.4338706970214844,torch.float8_e4m3fnuz,torch.float16
57344,26,8192,hipblaslt,77507,0.14953149557113649,torch.float8_e4m3fnuz,torch.float16
10240,2539,8192,hipblaslt,77984,0.4095947265625,torch.float8_e4m3fnuz,torch.float16
8192,1575,28672,hipblaslt,77942,0.7413401126861572,torch.float8_e4m3fnuz,torch.float16
10240,3631,8192,hipblaslt,77973,0.587548303604126,torch.float8_e4m3fnuz,torch.float16
57344,6599,8192,hipblaslt,77880,5.868606090545654,torch.float8_e4m3fnuz,torch.float16
10240,1176,8192,hipblaslt,77945,0.20799810886383058,torch.float8_e4m3fnuz,torch.float16
8192,21013,8192,hipblaslt,77921,2.44085750579834,torch.float8_e4m3fnuz,torch.float16
10240,4091,8192,hipblaslt,77984,0.6468441486358643,torch.float8_e4m3fnuz,torch.float16
8192,3787,8192,hipblaslt,77923,0.48132100105285647,torch.float8_e4m3fnuz,torch.float16
8192,15,8192,hipblaslt,76460,0.027191248536109925,torch.float8_e4m3fnuz,torch.float16
10240,1120,8192,hipblaslt,77976,0.1893404483795166,torch.float8_e4m3fnuz,torch.float16
57344,1943,8192,hipblaslt,77950,1.7715681076049805,torch.float8_e4m3fnuz,torch.float16
10240,8711,8192,hipblaslt,77921,1.3436504364013673,torch.float8_e4m3fnuz,torch.float16
10240,3398,8192,hipblaslt,77886,0.5472907066345215,torch.float8_e4m3fnuz,torch.float16
8192,3903,8192,hipblaslt,77922,0.48270502090454104,torch.float8_e4m3fnuz,torch.float16
10240,4328,8192,hipblaslt,77924,0.6792622089385987,torch.float8_e4m3fnuz,torch.float16
8192,2601,28672,hipblaslt,77688,1.249300479888916,torch.float8_e4m3fnuz,torch.float16
10240,1283,8192,hipblaslt,78018,0.21162943840026854,torch.float8_e4m3fnuz,torch.float16
57344,2400,8192,hipblaslt,77952,2.2020097732543946,torch.float8_e4m3fnuz,torch.float16
8192,6561,28672,hipblaslt,77935,2.9990703582763674,torch.float8_e4m3fnuz,torch.float16
8192,202,8192,hipblaslt,76783,0.06317754983901977,torch.float8_e4m3fnuz,torch.float16
8192,4362,8192,hipblaslt,77916,0.5456782817840576,torch.float8_e4m3fnuz,torch.float16
8192,392,8192,hipblaslt,77592,0.0808817982673645,torch.float8_e4m3fnuz,torch.float16
8192,3988,28672,hipblaslt,77924,1.7801128387451173,torch.float8_e4m3fnuz,torch.float16
8192,627,28672,hipblaslt,77865,0.3894949436187744,torch.float8_e4m3fnuz,torch.float16
10240,648,8192,hipblaslt,77869,0.13264050483703613,torch.float8_e4m3fnuz,torch.float16
57344,5855,8192,hipblaslt,77920,5.294640858968099,torch.float8_e4m3fnuz,torch.float16
10240,2969,8192,hipblaslt,77981,0.4777977466583252,torch.float8_e4m3fnuz,torch.float16
8192,4473,28672,hipblaslt,77696,1.9929100036621095,torch.float8_e4m3fnuz,torch.float16
10240,5838,8192,hipblaslt,77960,0.8906593322753906,torch.float8_e4m3fnuz,torch.float16
57344,2458,8192,hipblaslt,77952,2.2463796615600584,torch.float8_e4m3fnuz,torch.float16
8192,3516,28672,hipblaslt,78012,1.5540740013122558,torch.float8_e4m3fnuz,torch.float16
8192,6230,8192,hipblaslt,77924,0.746583890914917,torch.float8_e4m3fnuz,torch.float16
57344,2585,8192,hipblaslt,77925,2.385165214538574,torch.float8_e4m3fnuz,torch.float16
10240,1656,8192,hipblaslt,77605,0.30132033824920657,torch.float8_e4m3fnuz,torch.float16
8192,453,8192,hipblaslt,76973,0.08878505229949951,torch.float8_e4m3fnuz,torch.float16
57344,5364,8192,hipblaslt,77719,4.72790756225586,torch.float8_e4m3fnuz,torch.float16
10240,1675,8192,hipblaslt,77593,0.29604649543762207,torch.float8_e4m3fnuz,torch.float16
8192,1601,8192,hipblaslt,78018,0.2119920015335083,torch.float8_e4m3fnuz,torch.float16
10240,5379,8192,hipblaslt,78016,0.8315096855163574,torch.float8_e4m3fnuz,torch.float16
10240,2301,8192,hipblaslt,77960,0.3729545116424561,torch.float8_e4m3fnuz,torch.float16
8192,1663,28672,hipblaslt,77950,0.7555451393127441,torch.float8_e4m3fnuz,torch.float16
8192,6564,28672,hipblaslt,77984,3.0039798736572267,torch.float8_e4m3fnuz,torch.float16
8192,2690,28672,hipblaslt,77928,1.2824696540832519,torch.float8_e4m3fnuz,torch.float16
57344,5835,8192,hipblaslt,77948,5.259130265977648,torch.float8_e4m3fnuz,torch.float16
10240,4265,8192,hipblaslt,77916,0.696657943725586,torch.float8_e4m3fnuz,torch.float16
8192,3285,28672,hipblaslt,77888,1.5171474456787108,torch.float8_e4m3fnuz,torch.float16
57344,3745,8192,hipblaslt,77880,3.417948532104492,torch.float8_e4m3fnuz,torch.float16
10240,5077,8192,hipblaslt,78016,0.8096834182739258,torch.float8_e4m3fnuz,torch.float16
8192,3337,28672,hipblaslt,77942,1.514058780670166,torch.float8_e4m3fnuz,torch.float16
8192,3153,8192,hipblaslt,77720,0.41074237823486326,torch.float8_e4m3fnuz,torch.float16
8192,879,28672,hipblaslt,77399,0.47289342880249025,torch.float8_e4m3fnuz,torch.float16
10240,2567,8192,hipblaslt,78016,0.4093323707580566,torch.float8_e4m3fnuz,torch.float16
8192,6774,8192,hipblaslt,77984,0.818911075592041,torch.float8_e4m3fnuz,torch.float16
10240,1532,8192,hipblaslt,77925,0.2560683012008667,torch.float8_e4m3fnuz,torch.float16
8192,1928,28672,hipblaslt,77923,0.8800915718078614,torch.float8_e4m3fnuz,torch.float16
8192,2032,8192,hipblaslt,77768,0.27772738933563235,torch.float8_e4m3fnuz,torch.float16
8192,4277,28672,hipblaslt,77696,1.9515708923339843,torch.float8_e4m3fnuz,torch.float16
10240,1219,8192,hipblaslt,77942,0.2060612440109253,torch.float8_e4m3fnuz,torch.float16
57344,1877,8192,hipblaslt,77952,1.7303531646728516,torch.float8_e4m3fnuz,torch.float16
8192,185,28672,hipblaslt,76925,0.13366600275039672,torch.float8_e4m3fnuz,torch.float16
10240,5787,8192,hipblaslt,77885,0.8914344787597657,torch.float8_e4m3fnuz,torch.float16
8192,1031,8192,hipblaslt,77870,0.14765870571136475,torch.float8_e4m3fnuz,torch.float16
8192,1292,8192,hipblaslt,77917,0.17977030277252198,torch.float8_e4m3fnuz,torch.float16
10240,6018,8192,hipblaslt,77924,0.9191736221313477,torch.float8_e4m3fnuz,torch.float16
8192,3609,28672,hipblaslt,77901,1.5604093551635743,torch.float8_e4m3fnuz,torch.float16
8192,4517,8192,hipblaslt,77928,0.5749516487121582,torch.float8_e4m3fnuz,torch.float16
10240,2440,8192,hipblaslt,77399,0.40276660919189455,torch.float8_e4m3fnuz,torch.float16
8192,65452,8192,hipblaslt,77922,7.568972269694011,torch.float8_e4m3fnuz,torch.float16
10240,2943,8192,hipblaslt,77905,0.48368349075317385,torch.float8_e4m3fnuz,torch.float16
10240,5494,8192,hipblaslt,77890,0.8429786682128906,torch.float8_e4m3fnuz,torch.float16
8192,1339,8192,hipblaslt,77942,0.19544154405593872,torch.float8_e4m3fnuz,torch.float16
10240,5198,8192,hipblaslt,77942,0.8214247703552247,torch.float8_e4m3fnuz,torch.float16
57344,1671,8192,hipblaslt,77939,1.5339402198791503,torch.float8_e4m3fnuz,torch.float16
10240,440,8192,hipblaslt,77392,0.10762139558792114,torch.float8_e4m3fnuz,torch.float16
8192,6931,8192,hipblaslt,77903,0.8460131645202636,torch.float8_e4m3fnuz,torch.float16
8192,65519,28672,hipblaslt,77924,27.776898193359376,torch.float8_e4m3fnuz,torch.float16
8192,5838,28672,hipblaslt,77924,2.6232578277587892,torch.float8_e4m3fnuz,torch.float16
10240,740,8192,hipblaslt,77388,0.1437348961830139,torch.float8_e4m3fnuz,torch.float16
57344,2370,8192,hipblaslt,77952,2.1905107498168945,torch.float8_e4m3fnuz,torch.float16
10240,2821,8192,hipblaslt,77468,0.43471193313598633,torch.float8_e4m3fnuz,torch.float16
10240,4443,8192,hipblaslt,77981,0.6999127388000488,torch.float8_e4m3fnuz,torch.float16
8192,943,8192,hipblaslt,77870,0.14454610347747804,torch.float8_e4m3fnuz,torch.float16
10240,781,8192,hipblaslt,77870,0.14618755578994752,torch.float8_e4m3fnuz,torch.float16
57344,1293,8192,hipblaslt,77895,1.2019886016845702,torch.float8_e4m3fnuz,torch.float16
10240,5391,8192,hipblaslt,77496,0.8324211120605469,torch.float8_e4m3fnuz,torch.float16
8192,689,8192,hipblaslt,77866,0.11542099714279175,torch.float8_e4m3fnuz,torch.float16
8192,1917,28672,hipblaslt,77921,0.8831241607666016,torch.float8_e4m3fnuz,torch.float16
57344,5219,8192,hipblaslt,77719,4.711162948608399,torch.float8_e4m3fnuz,torch.float16
8192,6426,28672,hipblaslt,77984,2.9807634353637695,torch.float8_e4m3fnuz,torch.float16
8192,7147,28672,hipblaslt,77903,3.1489044189453126,torch.float8_e4m3fnuz,torch.float16
57344,2054,8192,hipblaslt,77952,1.8997882843017577,torch.float8_e4m3fnuz,torch.float16
8192,3258,28672,hipblaslt,77950,1.4775286674499513,torch.float8_e4m3fnuz,torch.float16
10240,2332,8192,hipblaslt,77723,0.37838449478149416,torch.float8_e4m3fnuz,torch.float16
8192,4481,28672,hipblaslt,78013,2.054034614562988,torch.float8_e4m3fnuz,torch.float16
57344,633,8192,hipblaslt,77967,0.6263057708740234,torch.float8_e4m3fnuz,torch.float16
8192,5149,8192,hipblaslt,77935,0.6243653297424316,torch.float8_e4m3fnuz,torch.float16
10240,4716,8192,hipblaslt,77922,0.7346562385559082,torch.float8_e4m3fnuz,torch.float16
8192,4569,28672,hipblaslt,78013,2.068448066711426,torch.float8_e4m3fnuz,torch.float16
10240,2357,8192,hipblaslt,77710,0.3880067586898804,torch.float8_e4m3fnuz,torch.float16
