M,N,K,libtype,solidx,soltimems,indtype,outdtype
8192,1425,28672,hipblaslt,77961,0.682010269165039,torch.float8_e4m3fnuz,torch.float16
57344,80,8192,hipblaslt,77613,0.1811102509498596,torch.float8_e4m3fnuz,torch.float16
57344,2395,8192,hipblaslt,77952,2.2591684341430662,torch.float8_e4m3fnuz,torch.float16
57344,1914,8192,hipblaslt,77952,1.7681192398071288,torch.float8_e4m3fnuz,torch.float16
57344,2267,8192,hipblaslt,77952,2.0458906173706053,torch.float8_e4m3fnuz,torch.float16
10240,1414,8192,hipblaslt,77926,0.24978199005126953,torch.float8_e4m3fnuz,torch.float16
8192,3220,8192,hipblaslt,78016,0.41770076751708984,torch.float8_e4m3fnuz,torch.float16
8192,215,8192,hipblaslt,77859,0.0587710976600647,torch.float8_e4m3fnuz,torch.float16
57344,4785,8192,hipblaslt,77880,4.371389770507813,torch.float8_e4m3fnuz,torch.float16
10240,196,8192,hipblaslt,77376,0.07126554846763611,torch.float8_e4m3fnuz,torch.float16
57344,3546,8192,hipblaslt,77925,3.182267951965332,torch.float8_e4m3fnuz,torch.float16
8192,1135,8192,hipblaslt,77836,0.16489624977111816,torch.float8_e4m3fnuz,torch.float16
10240,2478,8192,hipblaslt,77877,0.4071831703186035,torch.float8_e4m3fnuz,torch.float16
10240,3713,8192,hipblaslt,77888,0.6116640567779541,torch.float8_e4m3fnuz,torch.float16
8192,368,8192,hipblaslt,77376,0.07523995041847228,torch.float8_e4m3fnuz,torch.float16
57344,5850,8192,hipblaslt,77920,5.321905771891276,torch.float8_e4m3fnuz,torch.float16
57344,2860,8192,hipblaslt,77935,2.6229974746704103,torch.float8_e4m3fnuz,torch.float16
10240,644,8192,hipblaslt,77399,0.13810659646987916,torch.float8_e4m3fnuz,torch.float16
10240,4506,8192,hipblaslt,77924,0.7241527080535889,torch.float8_e4m3fnuz,torch.float16
8192,4957,28672,hipblaslt,78012,2.238095283508301,torch.float8_e4m3fnuz,torch.float16
10240,664,8192,hipblaslt,77869,0.13459784984588624,torch.float8_e4m3fnuz,torch.float16
57344,906,8192,hipblaslt,77935,0.8947254180908203,torch.float8_e4m3fnuz,torch.float16
8192,6488,8192,hipblaslt,77888,0.8142501831054687,torch.float8_e4m3fnuz,torch.float16
8192,3998,8192,hipblaslt,77981,0.49439034461975095,torch.float8_e4m3fnuz,torch.float16
10240,65290,8192,hipblaslt,77923,9.727010345458984,torch.float8_e4m3fnuz,torch.float16
10240,5998,8192,hipblaslt,77976,0.9314057350158691,torch.float8_e4m3fnuz,torch.float16
8192,5044,28672,hipblaslt,78012,2.218183708190918,torch.float8_e4m3fnuz,torch.float16
10240,2601,8192,hipblaslt,77890,0.4237356662750244,torch.float8_e4m3fnuz,torch.float16
8192,3472,28672,hipblaslt,77942,1.5612968444824218,torch.float8_e4m3fnuz,torch.float16
8192,336,8192,hipblaslt,76783,0.07012789845466613,torch.float8_e4m3fnuz,torch.float16
10240,2671,8192,hipblaslt,77984,0.42465906143188475,torch.float8_e4m3fnuz,torch.float16
10240,5254,8192,hipblaslt,78016,0.8240866661071777,torch.float8_e4m3fnuz,torch.float16
10240,2485,8192,hipblaslt,78016,0.40534043312072754,torch.float8_e4m3fnuz,torch.float16
8192,65462,8192,hipblaslt,77924,7.670441309611003,torch.float8_e4m3fnuz,torch.float16
8192,3692,28672,hipblaslt,77924,1.7613452911376952,torch.float8_e4m3fnuz,torch.float16
57344,3287,8192,hipblaslt,77880,3.0540899276733398,torch.float8_e4m3fnuz,torch.float16
57344,4568,8192,hipblaslt,78017,4.0713447570800785,torch.float8_e4m3fnuz,torch.float16
8192,3988,8192,hipblaslt,77922,0.4940378189086914,torch.float8_e4m3fnuz,torch.float16
8192,65328,8192,hipblaslt,77924,7.644483713003305,torch.float8_e4m3fnuz,torch.float16
57344,1829,8192,hipblaslt,77952,1.7355667114257813,torch.float8_e4m3fnuz,torch.float16
8192,5260,8192,hipblaslt,78016,0.6400100708007812,torch.float8_e4m3fnuz,torch.float16
8192,503,8192,hipblaslt,76973,0.09126319885253906,torch.float8_e4m3fnuz,torch.float16
10240,342,8192,hipblaslt,77391,0.0875557005405426,torch.float8_e4m3fnuz,torch.float16
10240,1724,8192,hipblaslt,77828,0.3012202024459839,torch.float8_e4m3fnuz,torch.float16
8192,653,8192,hipblaslt,77867,0.11782255172729492,torch.float8_e4m3fnuz,torch.float16
10240,1842,8192,hipblaslt,77882,0.32142009735107424,torch.float8_e4m3fnuz,torch.float16
8192,6075,8192,hipblaslt,77924,0.7473510265350342,torch.float8_e4m3fnuz,torch.float16
57344,4394,8192,hipblaslt,77935,3.960103988647461,torch.float8_e4m3fnuz,torch.float16
10240,4731,8192,hipblaslt,77921,0.7394293308258056,torch.float8_e4m3fnuz,torch.float16
8192,2756,28672,hipblaslt,77424,1.3381121635437012,torch.float8_e4m3fnuz,torch.float16
10240,1148,8192,hipblaslt,77890,0.20025060176849366,torch.float8_e4m3fnuz,torch.float16
10240,431,8192,hipblaslt,77400,0.10882719755172729,torch.float8_e4m3fnuz,torch.float16
57344,2818,8192,hipblaslt,77925,2.6135753631591796,torch.float8_e4m3fnuz,torch.float16
10240,2990,8192,hipblaslt,77921,0.4736336231231689,torch.float8_e4m3fnuz,torch.float16
10240,4126,8192,hipblaslt,77720,0.6485807418823242,torch.float8_e4m3fnuz,torch.float16
8192,4548,28672,hipblaslt,78013,2.0690227508544923,torch.float8_e4m3fnuz,torch.float16
10240,1545,8192,hipblaslt,77924,0.26040575504302976,torch.float8_e4m3fnuz,torch.float16
8192,1248,28672,hipblaslt,77917,0.6333321094512939,torch.float8_e4m3fnuz,torch.float16
8192,65409,8192,hipblaslt,77922,7.673403422037761,torch.float8_e4m3fnuz,torch.float16
10240,697,8192,hipblaslt,77388,0.14912689924240113,torch.float8_e4m3fnuz,torch.float16
8192,887,28672,hipblaslt,77399,0.4756690502166748,torch.float8_e4m3fnuz,torch.float16
8192,65352,8192,hipblaslt,77924,7.651438786433293,torch.float8_e4m3fnuz,torch.float16
10240,3,28672,hipblaslt,77169,0.088731449842453,torch.float8_e4m3fnuz,torch.float16
8192,1602,8192,hipblaslt,77890,0.2167971611022949,torch.float8_e4m3fnuz,torch.float16
8192,457,8192,hipblaslt,77592,0.08568289875984192,torch.float8_e4m3fnuz,torch.float16
8192,1689,8192,hipblaslt,78018,0.21887619495391847,torch.float8_e4m3fnuz,torch.float16
57344,83,8192,hipblaslt,77989,0.17120959758758544,torch.float8_e4m3fnuz,torch.float16
8192,1056,28672,hipblaslt,77956,0.5484164237976075,torch.float8_e4m3fnuz,torch.float16
8192,1629,8192,hipblaslt,78018,0.2176363945007324,torch.float8_e4m3fnuz,torch.float16
10240,4861,8192,hipblaslt,77924,0.7375185012817382,torch.float8_e4m3fnuz,torch.float16
8192,6041,28672,hipblaslt,77924,2.724575424194336,torch.float8_e4m3fnuz,torch.float16
8192,3809,28672,hipblaslt,77925,1.7530847549438477,torch.float8_e4m3fnuz,torch.float16
8192,5491,8192,hipblaslt,77925,0.6970365047454834,torch.float8_e4m3fnuz,torch.float16
57344,697,8192,hipblaslt,77942,0.6942604064941407,torch.float8_e4m3fnuz,torch.float16
8192,6283,8192,hipblaslt,77935,0.8095872879028321,torch.float8_e4m3fnuz,torch.float16
10240,49427,8192,hipblaslt,77922,7.41634016770583,torch.float8_e4m3fnuz,torch.float16
8192,4381,8192,hipblaslt,77495,0.5643539905548096,torch.float8_e4m3fnuz,torch.float16
8192,5832,8192,hipblaslt,77925,0.742345666885376,torch.float8_e4m3fnuz,torch.float16
10240,33,8192,hipblaslt,42500,0.03646399974822998,torch.float8_e4m3fnuz,torch.float16
57344,2093,8192,hipblaslt,77952,1.962354850769043,torch.float8_e4m3fnuz,torch.float16
8192,4408,8192,hipblaslt,77916,0.562096643447876,torch.float8_e4m3fnuz,torch.float16
10240,1499,8192,hipblaslt,77943,0.26061406135559084,torch.float8_e4m3fnuz,torch.float16
10240,1512,8192,hipblaslt,77900,0.26084840297698975,torch.float8_e4m3fnuz,torch.float16
10240,95,8192,hipblaslt,77308,0.04433115124702454,torch.float8_e4m3fnuz,torch.float16
57344,75,8192,hipblaslt,77989,0.16795580387115477,torch.float8_e4m3fnuz,torch.float16
10240,2884,8192,hipblaslt,77922,0.46363677978515627,torch.float8_e4m3fnuz,torch.float16
10240,4808,8192,hipblaslt,77897,0.7384599208831787,torch.float8_e4m3fnuz,torch.float16
8192,1469,28672,hipblaslt,77895,0.6841494560241699,torch.float8_e4m3fnuz,torch.float16
8192,2595,28672,hipblaslt,77937,1.2655426025390626,torch.float8_e4m3fnuz,torch.float16
10240,1144,8192,hipblaslt,78016,0.2000904083251953,torch.float8_e4m3fnuz,torch.float16
57344,1845,8192,hipblaslt,77952,1.750358772277832,torch.float8_e4m3fnuz,torch.float16
57344,3597,8192,hipblaslt,77935,3.2643417358398437,torch.float8_e4m3fnuz,torch.float16
57344,3094,8192,hipblaslt,77880,2.8401391983032225,torch.float8_e4m3fnuz,torch.float16
57344,20926,8192,hipblaslt,77880,18.767103576660155,torch.float8_e4m3fnuz,torch.float16
8192,2184,28672,hipblaslt,77927,1.0883742332458497,torch.float8_e4m3fnuz,torch.float16
57344,3992,8192,hipblaslt,78012,3.522049331665039,torch.float8_e4m3fnuz,torch.float16
8192,4771,28672,hipblaslt,77903,2.2369815826416017,torch.float8_e4m3fnuz,torch.float16
10240,1151,8192,hipblaslt,77942,0.20292859077453612,torch.float8_e4m3fnuz,torch.float16
8192,2284,28672,hipblaslt,77830,1.1114904403686523,torch.float8_e4m3fnuz,torch.float16
8192,6770,28672,hipblaslt,77935,3.0563634872436523,torch.float8_e4m3fnuz,torch.float16
8192,142,28672,hipblaslt,76913,0.12294909954071045,torch.float8_e4m3fnuz,torch.float16
8192,3037,8192,hipblaslt,77976,0.3817314386367798,torch.float8_e4m3fnuz,torch.float16
8192,116,8192,hipblaslt,77301,0.04530709981918335,torch.float8_e4m3fnuz,torch.float16
8192,5290,28672,hipblaslt,77719,2.3065486907958985,torch.float8_e4m3fnuz,torch.float16
57344,4000,8192,hipblaslt,78012,3.5687862396240235,torch.float8_e4m3fnuz,torch.float16
8192,1862,28672,hipblaslt,77925,0.8941566467285156,torch.float8_e4m3fnuz,torch.float16
8192,1981,28672,hipblaslt,77923,0.8951499938964844,torch.float8_e4m3fnuz,torch.float16
57344,1368,8192,hipblaslt,77952,1.3171070098876954,torch.float8_e4m3fnuz,torch.float16
10240,528,8192,hipblaslt,77867,0.11921559572219849,torch.float8_e4m3fnuz,torch.float16
8192,1323,8192,hipblaslt,77688,0.19293979406356812,torch.float8_e4m3fnuz,torch.float16
10240,403,8192,hipblaslt,77400,0.10697050094604492,torch.float8_e4m3fnuz,torch.float16
57344,1709,8192,hipblaslt,77952,1.5697392463684081,torch.float8_e4m3fnuz,torch.float16
8192,608,28672,hipblaslt,77864,0.379123592376709,torch.float8_e4m3fnuz,torch.float16
8192,573,28672,hipblaslt,76918,0.3575921535491943,torch.float8_e4m3fnuz,torch.float16
10240,2349,8192,hipblaslt,77976,0.38131084442138674,torch.float8_e4m3fnuz,torch.float16
10240,1934,8192,hipblaslt,77829,0.3335200548171997,torch.float8_e4m3fnuz,torch.float16
57344,4117,8192,hipblaslt,77880,3.7575679779052735,torch.float8_e4m3fnuz,torch.float16
57344,2833,8192,hipblaslt,77920,2.5967044830322266,torch.float8_e4m3fnuz,torch.float16
8192,851,8192,hipblaslt,77869,0.1343350052833557,torch.float8_e4m3fnuz,torch.float16
8192,360,8192,hipblaslt,77304,0.07402164936065674,torch.float8_e4m3fnuz,torch.float16
10240,3982,8192,hipblaslt,78016,0.6353371620178223,torch.float8_e4m3fnuz,torch.float16
8192,4974,28672,hipblaslt,77903,2.276413917541504,torch.float8_e4m3fnuz,torch.float16
8192,1939,28672,hipblaslt,77921,0.8989330291748047,torch.float8_e4m3fnuz,torch.float16
10240,4550,8192,hipblaslt,77897,0.7231451988220214,torch.float8_e4m3fnuz,torch.float16
8192,626,8192,hipblaslt,77392,0.10414024591445922,torch.float8_e4m3fnuz,torch.float16
57344,237,8192,hipblaslt,77626,0.305521559715271,torch.float8_e4m3fnuz,torch.float16
8192,5304,8192,hipblaslt,77888,0.6506057262420655,torch.float8_e4m3fnuz,torch.float16
10240,5169,8192,hipblaslt,77984,0.8127699851989746,torch.float8_e4m3fnuz,torch.float16
8192,2809,8192,hipblaslt,77723,0.3726019382476807,torch.float8_e4m3fnuz,torch.float16
10240,3854,8192,hipblaslt,77496,0.6289997577667237,torch.float8_e4m3fnuz,torch.float16
8192,490,28672,hipblaslt,77188,0.29549970626831057,torch.float8_e4m3fnuz,torch.float16
8192,4359,8192,hipblaslt,77885,0.5584472179412842,torch.float8_e4m3fnuz,torch.float16
10240,4234,8192,hipblaslt,77924,0.6840232372283935,torch.float8_e4m3fnuz,torch.float16
10240,1653,8192,hipblaslt,77423,0.29974799156188964,torch.float8_e4m3fnuz,torch.float16
10240,1303,8192,hipblaslt,77890,0.21933488845825194,torch.float8_e4m3fnuz,torch.float16
57344,2676,8192,hipblaslt,77926,2.4408756256103517,torch.float8_e4m3fnuz,torch.float16
8192,2945,28672,hipblaslt,77928,1.3804707527160645,torch.float8_e4m3fnuz,torch.float16
57344,3175,8192,hipblaslt,77952,3.0015682220458983,torch.float8_e4m3fnuz,torch.float16
57344,6346,8192,hipblaslt,77923,5.901899814605713,torch.float8_e4m3fnuz,torch.float16
8192,895,8192,hipblaslt,77399,0.13896185159683228,torch.float8_e4m3fnuz,torch.float16
8192,841,8192,hipblaslt,77869,0.1322258949279785,torch.float8_e4m3fnuz,torch.float16
8192,4049,8192,hipblaslt,77502,0.511713981628418,torch.float8_e4m3fnuz,torch.float16
10240,4369,8192,hipblaslt,77981,0.710873031616211,torch.float8_e4m3fnuz,torch.float16
10240,2572,8192,hipblaslt,77720,0.41936521530151366,torch.float8_e4m3fnuz,torch.float16
57344,4637,8192,hipblaslt,77925,4.216474151611328,torch.float8_e4m3fnuz,torch.float16
8192,1608,28672,hipblaslt,77950,0.7599857807159424,torch.float8_e4m3fnuz,torch.float16
8192,2718,8192,hipblaslt,77916,0.359007740020752,torch.float8_e4m3fnuz,torch.float16
57344,1940,8192,hipblaslt,77939,1.8000423431396484,torch.float8_e4m3fnuz,torch.float16
8192,1271,28672,hipblaslt,77961,0.6443825721740722,torch.float8_e4m3fnuz,torch.float16
8192,56,8192,hipblaslt,77373,0.034205150604248044,torch.float8_e4m3fnuz,torch.float16
8192,1679,8192,hipblaslt,77913,0.21860980987548828,torch.float8_e4m3fnuz,torch.float16
8192,1523,28672,hipblaslt,77895,0.6961892604827881,torch.float8_e4m3fnuz,torch.float16
8192,1529,8192,hipblaslt,77967,0.20304474830627442,torch.float8_e4m3fnuz,torch.float16
57344,883,8192,hipblaslt,77926,0.8209079742431641,torch.float8_e4m3fnuz,torch.float16
57344,5140,8192,hipblaslt,77925,4.603992080688476,torch.float8_e4m3fnuz,torch.float16
57344,582,8192,hipblaslt,77917,0.6137290954589844,torch.float8_e4m3fnuz,torch.float16
57344,7742,8192,hipblaslt,77946,7.099496568952288,torch.float8_e4m3fnuz,torch.float16
57344,5617,8192,hipblaslt,77880,5.146225377133018,torch.float8_e4m3fnuz,torch.float16
8192,5426,8192,hipblaslt,77925,0.6963355064392089,torch.float8_e4m3fnuz,torch.float16
8192,3320,8192,hipblaslt,78018,0.4258448600769043,torch.float8_e4m3fnuz,torch.float16
8192,2863,28672,hipblaslt,77895,1.3354561805725098,torch.float8_e4m3fnuz,torch.float16
57344,862,8192,hipblaslt,77926,0.8185965538024902,torch.float8_e4m3fnuz,torch.float16
8192,4386,8192,hipblaslt,77960,0.5563080787658692,torch.float8_e4m3fnuz,torch.float16
8192,5549,8192,hipblaslt,77925,0.6996284008026123,torch.float8_e4m3fnuz,torch.float16
10240,39,8192,hipblaslt,42494,0.038056349754333495,torch.float8_e4m3fnuz,torch.float16
8192,5408,28672,hipblaslt,77426,2.6074344635009767,torch.float8_e4m3fnuz,torch.float16
10240,2575,8192,hipblaslt,77496,0.41844987869262695,torch.float8_e4m3fnuz,torch.float16
10240,770,8192,hipblaslt,77870,0.15358350276947022,torch.float8_e4m3fnuz,torch.float16
10240,564,8192,hipblaslt,77393,0.12077089548110961,torch.float8_e4m3fnuz,torch.float16
8192,4037,28672,hipblaslt,77924,1.7918624877929688,torch.float8_e4m3fnuz,torch.float16
57344,3059,8192,hipblaslt,78012,2.734114074707031,torch.float8_e4m3fnuz,torch.float16
57344,4175,8192,hipblaslt,77880,3.720060348510742,torch.float8_e4m3fnuz,torch.float16
57344,1136,8192,hipblaslt,77935,1.0912183761596679,torch.float8_e4m3fnuz,torch.float16
57344,2320,8192,hipblaslt,77935,2.2153316497802735,torch.float8_e4m3fnuz,torch.float16
10240,1195,8192,hipblaslt,77942,0.2125669002532959,torch.float8_e4m3fnuz,torch.float16
8192,768,8192,hipblaslt,77867,0.11850299835205078,torch.float8_e4m3fnuz,torch.float16
8192,5184,28672,hipblaslt,77935,2.30941104888916,torch.float8_e4m3fnuz,torch.float16
10240,8346,8192,hipblaslt,77921,1.2421660423278809,torch.float8_e4m3fnuz,torch.float16
10240,1428,8192,hipblaslt,77900,0.25785396099090574,torch.float8_e4m3fnuz,torch.float16
8192,2069,8192,hipblaslt,77423,0.29462645053863523,torch.float8_e4m3fnuz,torch.float16
10240,5426,8192,hipblaslt,77877,0.8368877410888672,torch.float8_e4m3fnuz,torch.float16
8192,1391,8192,hipblaslt,77940,0.19482860565185547,torch.float8_e4m3fnuz,torch.float16
10240,3239,8192,hipblaslt,77922,0.5018633842468262,torch.float8_e4m3fnuz,torch.float16
10240,4143,8192,hipblaslt,77890,0.644274377822876,torch.float8_e4m3fnuz,torch.float16
8192,965,28672,hipblaslt,77830,0.5207233428955078,torch.float8_e4m3fnuz,torch.float16
57344,3219,8192,hipblaslt,77920,3.0175819396972656,torch.float8_e4m3fnuz,torch.float16
57344,8770,8192,hipblaslt,77880,7.87980588277181,torch.float8_e4m3fnuz,torch.float16
8192,6018,28672,hipblaslt,77924,2.666421890258789,torch.float8_e4m3fnuz,torch.float16
8192,875,28672,hipblaslt,77399,0.49410138130187986,torch.float8_e4m3fnuz,torch.float16
57344,4949,8192,hipblaslt,78012,4.469148254394531,torch.float8_e4m3fnuz,torch.float16
8192,284,28672,hipblaslt,77197,0.1998821020126343,torch.float8_e4m3fnuz,torch.float16
8192,3611,8192,hipblaslt,78016,0.44151601791381834,torch.float8_e4m3fnuz,torch.float16
57344,4087,8192,hipblaslt,78012,3.559588623046875,torch.float8_e4m3fnuz,torch.float16
8192,1522,8192,hipblaslt,77945,0.20735313892364501,torch.float8_e4m3fnuz,torch.float16
8192,608,8192,hipblaslt,77392,0.11179959774017334,torch.float8_e4m3fnuz,torch.float16
10240,5843,8192,hipblaslt,77495,0.8982485771179199,torch.float8_e4m3fnuz,torch.float16
57344,3856,8192,hipblaslt,78012,3.558307647705078,torch.float8_e4m3fnuz,torch.float16
57344,3435,8192,hipblaslt,77925,3.157423210144043,torch.float8_e4m3fnuz,torch.float16
57344,1923,8192,hipblaslt,77939,1.8055465698242188,torch.float8_e4m3fnuz,torch.float16
8192,1755,28672,hipblaslt,77939,0.789441442489624,torch.float8_e4m3fnuz,torch.float16
10240,2868,8192,hipblaslt,77973,0.44985432624816896,torch.float8_e4m3fnuz,torch.float16
8192,5821,8192,hipblaslt,77924,0.7200486660003662,torch.float8_e4m3fnuz,torch.float16
10240,51,8192,hipblaslt,76617,0.03828270137310028,torch.float8_e4m3fnuz,torch.float16
10240,635,8192,hipblaslt,77613,0.13636399507522584,torch.float8_e4m3fnuz,torch.float16
8192,549,8192,hipblaslt,77049,0.10763239860534668,torch.float8_e4m3fnuz,torch.float16
8192,3025,28672,hipblaslt,77929,1.3951848030090332,torch.float8_e4m3fnuz,torch.float16
57344,2360,8192,hipblaslt,77950,2.228873634338379,torch.float8_e4m3fnuz,torch.float16
8192,695,28672,hipblaslt,77586,0.41647896766662595,torch.float8_e4m3fnuz,torch.float16
57344,224,8192,hipblaslt,77990,0.2543122053146362,torch.float8_e4m3fnuz,torch.float16
8192,242,8192,hipblaslt,42518,0.05817670226097107,torch.float8_e4m3fnuz,torch.float16
10240,2386,8192,hipblaslt,77495,0.38607590198516845,torch.float8_e4m3fnuz,torch.float16
57344,1635,8192,hipblaslt,77952,1.5292231559753418,torch.float8_e4m3fnuz,torch.float16
57344,199,8192,hipblaslt,77895,0.25241990089416505,torch.float8_e4m3fnuz,torch.float16
57344,2678,8192,hipblaslt,77925,2.4007741928100588,torch.float8_e4m3fnuz,torch.float16
57344,4515,8192,hipblaslt,78017,4.069242095947265,torch.float8_e4m3fnuz,torch.float16
57344,1941,8192,hipblaslt,77880,1.8105239868164062,torch.float8_e4m3fnuz,torch.float16
8192,1793,28672,hipblaslt,77923,0.8494704246520997,torch.float8_e4m3fnuz,torch.float16
8192,366,28672,hipblaslt,76873,0.2292401075363159,torch.float8_e4m3fnuz,torch.float16
8192,2096,8192,hipblaslt,77993,0.30263075828552244,torch.float8_e4m3fnuz,torch.float16
57344,427,8192,hipblaslt,77967,0.44739274978637694,torch.float8_e4m3fnuz,torch.float16
10240,2473,8192,hipblaslt,77496,0.4076398372650146,torch.float8_e4m3fnuz,torch.float16
57344,5776,8192,hipblaslt,77935,5.298381805419922,torch.float8_e4m3fnuz,torch.float16
57344,603,8192,hipblaslt,77917,0.6246312618255615,torch.float8_e4m3fnuz,torch.float16
57344,2842,8192,hipblaslt,77880,2.617900085449219,torch.float8_e4m3fnuz,torch.float16
57344,2952,8192,hipblaslt,78017,2.7012893676757814,torch.float8_e4m3fnuz,torch.float16
10240,6008,8192,hipblaslt,77922,0.9292684555053711,torch.float8_e4m3fnuz,torch.float16
8192,675,28672,hipblaslt,77866,0.4098991394042969,torch.float8_e4m3fnuz,torch.float16
8192,208,8192,hipblaslt,76641,0.054755598306655884,torch.float8_e4m3fnuz,torch.float16
8192,2019,28672,hipblaslt,77881,0.9327516555786133,torch.float8_e4m3fnuz,torch.float16
57344,2337,8192,hipblaslt,77952,2.215687942504883,torch.float8_e4m3fnuz,torch.float16
8192,515,28672,hipblaslt,76918,0.3468327045440674,torch.float8_e4m3fnuz,torch.float16
8192,203,28672,hipblaslt,77134,0.16817665100097656,torch.float8_e4m3fnuz,torch.float16
8192,614,28672,hipblaslt,77864,0.3685499429702759,torch.float8_e4m3fnuz,torch.float16
8192,3218,8192,hipblaslt,77720,0.41723203659057617,torch.float8_e4m3fnuz,torch.float16
8192,1054,28672,hipblaslt,77956,0.5404104709625244,torch.float8_e4m3fnuz,torch.float16
57344,3590,8192,hipblaslt,77935,3.256864547729492,torch.float8_e4m3fnuz,torch.float16
10240,929,8192,hipblaslt,77929,0.1812505006790161,torch.float8_e4m3fnuz,torch.float16
57344,588,8192,hipblaslt,77929,0.6238000392913818,torch.float8_e4m3fnuz,torch.float16
8192,4839,28672,hipblaslt,77888,2.252420425415039,torch.float8_e4m3fnuz,torch.float16
10240,4572,8192,hipblaslt,77924,0.7259934425354004,torch.float8_e4m3fnuz,torch.float16
8192,2504,8192,hipblaslt,77829,0.33021714687347414,torch.float8_e4m3fnuz,torch.float16
57344,311,8192,hipblaslt,77927,0.35719914436340333,torch.float8_e4m3fnuz,torch.float16
8192,2463,28672,hipblaslt,77418,1.2040335655212402,torch.float8_e4m3fnuz,torch.float16
10240,65034,8192,hipblaslt,77923,9.718262481689454,torch.float8_e4m3fnuz,torch.float16
8192,31539,28672,hipblaslt,77924,13.46332768031529,torch.float8_e4m3fnuz,torch.float16
10240,6066,8192,hipblaslt,77922,0.9321127891540527,torch.float8_e4m3fnuz,torch.float16
10240,3733,8192,hipblaslt,77890,0.6199142932891846,torch.float8_e4m3fnuz,torch.float16
8192,1548,28672,hipblaslt,77961,0.7007059574127197,torch.float8_e4m3fnuz,torch.float16
8192,2143,28672,hipblaslt,77927,1.082988166809082,torch.float8_e4m3fnuz,torch.float16
8192,436,28672,hipblaslt,77107,0.27429025173187255,torch.float8_e4m3fnuz,torch.float16
8192,263,28672,hipblaslt,76889,0.19386714696884155,torch.float8_e4m3fnuz,torch.float16
8192,6848,8192,hipblaslt,78016,0.8432731628417969,torch.float8_e4m3fnuz,torch.float16
10240,65238,8192,hipblaslt,77926,9.783228302001953,torch.float8_e4m3fnuz,torch.float16
57344,4718,8192,hipblaslt,77880,4.325339126586914,torch.float8_e4m3fnuz,torch.float16
8192,1261,8192,hipblaslt,77874,0.1892082452774048,torch.float8_e4m3fnuz,torch.float16
8192,1209,8192,hipblaslt,77873,0.182955002784729,torch.float8_e4m3fnuz,torch.float16
8192,5207,28672,hipblaslt,77806,2.322376251220703,torch.float8_e4m3fnuz,torch.float16
10240,1888,8192,hipblaslt,77882,0.32285025119781496,torch.float8_e4m3fnuz,torch.float16
57344,2710,8192,hipblaslt,77950,2.5448556900024415,torch.float8_e4m3fnuz,torch.float16
8192,813,28672,hipblaslt,77399,0.4610458850860596,torch.float8_e4m3fnuz,torch.float16
8192,4646,28672,hipblaslt,77917,2.126483917236328,torch.float8_e4m3fnuz,torch.float16
57344,3274,8192,hipblaslt,77925,3.0378900527954102,torch.float8_e4m3fnuz,torch.float16
8192,4790,8192,hipblaslt,77901,0.6135528564453125,torch.float8_e4m3fnuz,torch.float16
8192,514,28672,hipblaslt,76918,0.33671274185180666,torch.float8_e4m3fnuz,torch.float16
8192,5262,8192,hipblaslt,77973,0.6642078399658203,torch.float8_e4m3fnuz,torch.float16
57344,340,8192,hipblaslt,77937,0.399978494644165,torch.float8_e4m3fnuz,torch.float16
57344,2495,8192,hipblaslt,77952,2.2487409591674803,torch.float8_e4m3fnuz,torch.float16
8192,140,28672,hipblaslt,76861,0.12764705419540406,torch.float8_e4m3fnuz,torch.float16
8192,1153,8192,hipblaslt,77723,0.1779315948486328,torch.float8_e4m3fnuz,torch.float16
10240,2730,8192,hipblaslt,77496,0.4259369373321533,torch.float8_e4m3fnuz,torch.float16
57344,2128,8192,hipblaslt,77952,1.9984764099121093,torch.float8_e4m3fnuz,torch.float16
8192,959,8192,hipblaslt,77388,0.1461184024810791,torch.float8_e4m3fnuz,torch.float16
57344,4845,8192,hipblaslt,77880,4.415989685058594,torch.float8_e4m3fnuz,torch.float16
8192,1963,28672,hipblaslt,77926,0.9006622314453125,torch.float8_e4m3fnuz,torch.float16
8192,287,8192,hipblaslt,76783,0.06466779708862305,torch.float8_e4m3fnuz,torch.float16
10240,1502,8192,hipblaslt,77923,0.2600852489471436,torch.float8_e4m3fnuz,torch.float16
10240,3014,8192,hipblaslt,77921,0.48399696350097654,torch.float8_e4m3fnuz,torch.float16
8192,3023,28672,hipblaslt,77895,1.3861051559448243,torch.float8_e4m3fnuz,torch.float16
10240,180,8192,hipblaslt,77224,0.061969798803329465,torch.float8_e4m3fnuz,torch.float16
57344,400,8192,hipblaslt,77917,0.43109660148620604,torch.float8_e4m3fnuz,torch.float16
8192,2280,28672,hipblaslt,77388,1.116175365447998,torch.float8_e4m3fnuz,torch.float16
8192,1340,8192,hipblaslt,77917,0.1904400944709778,torch.float8_e4m3fnuz,torch.float16
8192,358,8192,hipblaslt,77374,0.07187045216560364,torch.float8_e4m3fnuz,torch.float16
8192,4766,8192,hipblaslt,77828,0.6151893138885498,torch.float8_e4m3fnuz,torch.float16
10240,280,8192,hipblaslt,76783,0.07127159833908081,torch.float8_e4m3fnuz,torch.float16
8192,944,8192,hipblaslt,77870,0.1476527452468872,torch.float8_e4m3fnuz,torch.float16
8192,3541,8192,hipblaslt,77942,0.43264288902282716,torch.float8_e4m3fnuz,torch.float16
